address,bing_type,bing_confidence,bing_latitude,bing_longitude,mapquest_type,mapquest_class,mapquest_latitude,mapquest_longitude
"Brushton AV &  Race ST PIttsburgh, PA",RoadIntersection,High,40.45710973441601,-79.88801032304764,,,,
"Hamilton AV & N Homewood AV PIttsburgh, PA",RoadIntersection,High,40.454619973897934,-79.89752009510994,,,,
"1521  Crucible ST PIttsburgh, PA",Address,High,40.44739544391632,-80.05184568464756,house,place,40.4472679645745,-80.0521111346426
"Mellon ST &  Hays ST PIttsburgh, PA",RoadIntersection,High,40.46939895797902,-79.92599544995466,,,,
"1616  Homer ST PIttsburgh, PA",Address,High,40.46381378173828,-79.99016571044922,house,place,40.4650843892919,-79.9907715619728
"304 E Warrington AV PIttsburgh, PA",Address,High,40.420841217041016,-80.00208282470703,house,place,40.4209544866396,-80.0021525236214
"Brighton RD &  Kleber ST PIttsburgh, PA",RoadIntersection,High,40.48701971769333,-80.03754012286663,,,,
"N N. Homewood AV & PIttsburgh, PA",,,,,,,,
"255 E Ohio ST PIttsburgh, PA",Address,High,40.45217514038086,-80.00279998779297,house,place,40.4529806595745,-80.0030901489362
"Hazelton ST &  Suffolk ST PIttsburgh, PA",RoadIntersection,High,40.467239264808974,-80.00581483068267,,,,
"1300  Paulson AV PIttsburgh, PA",Address,High,40.468551,-79.900222,house,place,40.4686188,-79.901162
"1649  Smallman ST PIttsburgh, PA",Address,High,40.449926778674126,-79.9875008314848,house,place,40.4497087958882,-79.9879683738008
"Moultrie ST &  Watson ST PIttsburgh, PA",RoadIntersection,High,40.43763190789243,-79.974445349995,,,,
"834  Industry ST PIttsburgh, PA",Address,High,40.42063522338867,-79.99229431152344,house,place,40.4207526857143,-79.9922982
"Gate Lodge WY &  Glenwood AV PIttsburgh, PA",,,,,,,,
"2411  Bedford AV PIttsburgh, PA",Address,High,40.4500213265419,-79.97422456741333,house,place,40.4500142142857,-79.9743470714286
"6426  Apple AV PIttsburgh, PA",Address,High,40.467826,-79.905731,house,place,40.4678846,-79.9057171
"3222  Rothpletz ST PIttsburgh, PA",Address,High,40.476295471191406,-80.02731323242188,house,place,40.476061,-80.027379
"Moultrie ST &  Watson ST PIttsburgh, PA",RoadIntersection,High,40.43763190789243,-79.974445349995,,,,
"242  Winston ST PIttsburgh, PA",Address,High,40.404846,-79.939605,house,place,40.4048574028394,-79.9403410677133
"Allyn WY &  Berry ST PIttsburgh, PA",RoadIntersection,High,40.451849922537804,-80.05608022212982,,,,
"806  Brushton AV PIttsburgh, PA",Address,High,40.454845,-79.888023,house,place,40.4547350895748,-79.8882910385296
"1723  Belleau DR PIttsburgh, PA",Address,High,40.461049899458885,-80.00732637941837,house,place,40.460862529622,-80.0071006105946
"Imogene RD &  Desdemona AV PIttsburgh, PA",RoadIntersection,High,40.41323013603687,-79.92255985736847,,,,
"244  Dinwiddie ST PIttsburgh, PA",Address,High,40.44035339355469,-79.98036193847656,house,place,40.4400768459094,-79.9805366279043
"1  Gilford CT PIttsburgh, PA",Address,High,40.46150252223015,-79.91893418133259,footway,highway,40.4613277,-79.9184378
"1222 E Carson ST PIttsburgh, PA",Address,High,40.428731963038445,-79.986053109169,house,place,40.4286746297646,-79.9860844656752
"Sandusky CT &  Henderson ST PIttsburgh, PA",RoadIntersection,High,40.45927649814727,-80.00565536566074,,,,
"1519 N Lang AV PIttsburgh, PA",Address,High,40.46331024169922,-79.89705657958984,house,place,40.463302,-79.896902
"1124  Buente ST PIttsburgh, PA",Address,High,40.46647869050503,-79.99470457434654,residential,highway,40.465805,-79.9918117
"Liberty AV &  16th ST PIttsburgh, PA",RoadIntersection,High,40.448230281472206,-79.98687990009785,,,,
"1820  Marmaduke ST PIttsburgh, PA",Address,High,40.48396682739258,-80.04254913330078,house,place,40.4836988028308,-80.0421140063877
"Ramp From Reedsdale St to Rt.65/Ridge Av  & PIttsburgh, PA",PopulatedPlace,Medium,37.75056838989258,-80.82135772705078,,,,
"Lecky AV &  Malden ST PIttsburgh, PA",RoadIntersection,High,40.47461986541748,-80.03447972238064,,,,
"6426  Apple AV PIttsburgh, PA",Address,High,40.46782684326172,-79.90573120117188,house,place,40.4678846,-79.9057171
"Ibis WY &  Mathews AV PIttsburgh, PA",RoadIntersection,High,40.41344001889229,-79.98929992318153,,,,
"1637  Sandusky CT PIttsburgh, PA",Address,High,40.45984022319317,-80.00615559518337,house,place,40.4597138659435,-80.0057957933361
"700  Oakwood ST PIttsburgh, PA",Address,High,40.452938079833984,-79.88507843017578,house,place,40.4530755502481,-79.8851912254865
"501  Stadium ST PIttsburgh, PA",Address,High,40.46009826660156,-80.05635833740234,house,place,40.4598957195952,-80.057209890064
"200  Helen WY PIttsburgh, PA",Address,High,40.4206907004118,-79.99427944421768,house,place,40.420263,-79.994324
"3400 W Prospect AV PIttsburgh, PA",RoadBlock,Medium,40.44702911376953,-80.08070373535156,,,,
"Boggs AV &  Greenbush ST PIttsburgh, PA",RoadIntersection,High,40.42633004486561,-80.00754967331886,,,,
"7223  Race ST PIttsburgh, PA",Address,High,40.458763122558594,-79.89449310302734,house,place,40.458793474975,-79.8951339715121
"1129  Ellopia ST PIttsburgh, PA",Address,High,40.459251403808594,-80.06780242919922,house,place,40.4593452945188,-80.0679208642835
"4614  Penn AV PIttsburgh, PA",Address,High,40.465663,-79.949028,house,place,40.465774,-79.9492524285714
"504  Arthur ST PIttsburgh, PA",Address,High,40.44216537475586,-79.98375701904297,house,place,40.4431991309498,-79.9846642837101
"2620  Norwood AV PIttsburgh, PA",Address,High,40.471092,-80.012672,house,place,40.471066,-80.0127889
"7357  Kelly ST PIttsburgh, PA",Address,High,40.45479163527489,-79.89359132945538,house,place,40.4549611737685,-79.8941342305961
"1510  Denise ST PIttsburgh, PA",Address,High,40.39845275878906,-79.99828338623047,residential,highway,40.399209,-79.9987681
"167  Knox AV PIttsburgh, PA",Address,High,40.412994384765625,-79.99072265625,house,place,40.4130339783922,-79.9905593180672
"2255  Somers DR PIttsburgh, PA",Address,High,40.4498952627182,-79.97660100460052,house,place,40.4498572900383,-79.9767115689825
"Alice ST &  McKinley ST PIttsburgh, PA",RoadIntersection,High,40.41016145014987,-79.99490751065935,,,,
"320  Mc Kinley ST PIttsburgh, PA",Address,High,40.40955352783203,-79.9945297241211,,,,
"804 N Negley AV PIttsburgh, PA",Address,High,40.471652,-79.92604,pharmacy,amenity,40.4716992,-79.9259771
"521 N Euclid AV PIttsburgh, PA",Address,High,40.46744918823242,-79.92516326904297,house,place,40.4674338,-79.9251236
"Perrysville AV & N Charles ST PIttsburgh, PA",RoadIntersection,High,40.470986534270445,-80.00858702070857,,,,
"7200  Stranahan ST PIttsburgh, PA",Address,High,40.462454706430435,-79.89419884979725,residential,highway,40.4621676,-79.8920133
"1010  Brushton AV PIttsburgh, PA",Address,High,40.4568287730217,-79.88781183958054,house,place,40.4568890538132,-79.8877689988797
"Brownsville RD &  Parkfield ST PIttsburgh, PA",RoadIntersection,High,40.39135001599789,-79.9866096675396,,,,
"316 N Negley AV PIttsburgh, PA",Address,High,40.465824,-79.928573,house,place,40.4658146347291,-79.9291580608874
"1577  Crucible ST PIttsburgh, PA",Address,High,40.4467161744833,-80.05271941423416,house,place,40.446408915149,-80.0530965876019
"Hemlock ST &  Hazlip WY PIttsburgh, PA",RoadIntersection,High,40.45737996697426,-80.00674031674862,,,,
"6229  Broad ST PIttsburgh, PA",Address,High,40.46140395104885,-79.92126166820526,house,place,40.4614715,-79.9209728
"135  Zara ST PIttsburgh, PA",Address,High,40.41606903076172,-79.98992156982422,house,place,40.4159512672804,-79.9897289885042
"7305  Race ST PIttsburgh, PA",Address,High,40.458465576171875,-79.8931884765625,house,place,40.4583802528268,-79.8933102133071
"215  Alpine ST PIttsburgh, PA",Address,High,40.458213806152344,-80.01028442382812,,,,
"6021  Jackson ST PIttsburgh, PA",Address,High,40.471279,-79.919433,house,place,40.4711138145178,-79.919501023024
"4228  Ludwick ST PIttsburgh, PA",Address,High,40.4222412109375,-79.9253921508789,house,place,40.422448,-79.925134
"183  Leckey AV PIttsburgh, PA",Address,High,40.47591781616211,-80.03218841552734,,,,
"255 E OHIO ST PIttsburgh, PA",Address,High,40.45217514038086,-80.00279998779297,house,place,40.4529806595745,-80.0030901489362
"100  Furley ST PIttsburgh, PA",Address,High,40.44201761484146,-80.03698892891407,house,place,40.4430285555556,-80.0389669444444
"3704  Wind gap AV PIttsburgh, PA",Address,High,40.456321716308594,-80.07982635498047,,,,
"3006  Arlington AV PIttsburgh, PA",Address,High,40.417387560009956,-79.96516339480877,house,place,40.417312,-79.965328
"8811  Bricelyn ST PIttsburgh, PA",Address,High,40.46031951904297,-79.8721694946289,house,place,40.4601670816327,-79.8720275714286
"2120  Walton AV PIttsburgh, PA",Address,High,40.39044952392578,-79.99413299560547,house,place,40.3904921535586,-79.9939993862866
"5402  Broad ST PIttsburgh, PA",Address,High,40.4653434753418,-79.93559265136719,house,place,40.4654530596046,-79.9356925364412
"5546  Jackson ST PIttsburgh, PA",Address,High,40.47268666327,-79.92661871016026,house,place,40.4724607,-79.9267067
"1015  Jancey ST PIttsburgh, PA",Address,High,40.47665023803711,-79.93089294433594,house,place,40.4766337,-79.9308647
"3157  Ewart DR PIttsburgh, PA",Address,High,40.4488525390625,-79.96006774902344,house,place,40.448808060643,-79.9603011711383
"200  Renova ST PIttsburgh, PA",Address,High,40.400962829589844,-79.93822479248047,house,place,40.401035,-79.938259
"2159  Elmore SQ PIttsburgh, PA",Address,High,40.441949889063835,-79.97658625245094,house,place,40.4426733602488,-79.9771859887693
"400  Wood ST PIttsburgh, PA",Address,High,40.439487621188164,-80.00121027231216,house,place,40.439451,-80.001132
"322  Dunlap ST PIttsburgh, PA",Address,High,40.486488342285156,-80.01248931884766,house,place,40.4863648344992,-80.012585196856
"1252  Pennsylvania AV PIttsburgh, PA",Address,High,40.454608,-80.024688,house,place,40.4545911620417,-80.0238089796353
"2430  East Hills DR PIttsburgh, PA",Address,High,40.45585110783577,-79.87082675099373,house,place,40.455882625452,-79.870787163094
"Lydia ST &  Greenfield AV PIttsburgh, PA",RoadIntersection,High,40.4254999011755,-79.94249001145363,,,,
"639  Lenora ST PIttsburgh, PA",Address,High,40.4680290222168,-79.91162109375,house,place,40.4679555,-79.911612
"2600  Arlington AV PIttsburgh, PA",Address,High,40.41759878396988,-79.9701851606369,house,place,40.417532,-79.970246
"912  Freeland ST PIttsburgh, PA",Address,High,40.419002532958984,-79.99018096923828,house,place,40.4191356,-79.9901168
"5337  Dresden WY PIttsburgh, PA",Address,High,40.482574,-79.951026,house,place,40.4822079827696,-79.9516808052663
"306 N Negley AV PIttsburgh, PA",Address,High,40.46575851738453,-79.92924861609936,house,place,40.4657354537777,-79.9292060913768
"3622  Middletown RD PIttsburgh, PA",Address,High,40.45827865600586,-80.07295989990234,house,place,40.4583366607327,-80.0731227041113
"2503 N Charles ST PIttsburgh, PA",Address,High,40.46694740653038,-80.01867212355137,house,place,40.4670077612966,-80.0187117040155
"Ashlyn ST &  Zephyr AV PIttsburgh, PA",RoadIntersection,High,40.45795999467373,-80.0550401955843,,,,
"1216  Woods Run AV PIttsburgh, PA",Address,High,40.476699,-80.030677,bar,amenity,40.4765781,-80.0306367818607
"7216  Everton ST PIttsburgh, PA",Address,High,40.46292141079903,-79.89245943725109,house,place,40.4628593,-79.8928933
"3107  Terrace ST PIttsburgh, PA",Address,High,40.440307,-79.967384,house,place,40.4401529999762,-79.9673081740701
"Stanton AV &  Mellon ST PIttsburgh, PA",RoadIntersection,High,40.471059903502464,-79.92497988045216,,,,
"1206  woodland AV PIttsburgh, PA",Address,High,40.46970748901367,-80.02774047851562,house,place,40.4696074902009,-80.0277215127389
"1300  Goettmann ST PIttsburgh, PA",Address,High,40.45853805541992,-79.98789978027344,,,,
"Bloomfield BRDG & PIttsburgh, PA",,,,,trunk_link,highway,40.4636111,-79.9528333
"1100  Hall ST PIttsburgh, PA",Address,High,40.47669219970703,-80.02837371826172,house,place,40.476706,-80.028214
"848  Proctor WY PIttsburgh, PA",Address,High,40.420326,-79.991836,house,place,40.4203340236849,-79.9929038466722
"Eckstein PL &  Wadsworth ST PIttsburgh, PA",RoadIntersection,High,40.44285982847214,-79.96813997626305,,,,
"515  Cora ST PIttsburgh, PA",Address,High,40.450923919677734,-79.88782501220703,house,place,40.451161,-79.887499
"500  Sickles ST PIttsburgh, PA",Address,High,40.44947052001953,-79.8813247680664,house,place,40.449518,-79.881546
"525  Ormsby ST PIttsburgh, PA",Address,High,40.412994384765625,-79.97808074951172,residential,highway,40.4119933,-79.9753711
"2234 E  HILLS DR PIttsburgh, PA",Address,High,40.45447312295437,-79.87229458987713,house,place,40.4544555584894,-79.8721979114176
"239  Arabella ST PIttsburgh, PA",Address,High,40.41254806518555,-79.99234008789062,house,place,40.4124522496497,-79.9921846852079
"94  Watson BL PIttsburgh, PA",Address,High,40.480079,-80.009223,,,,
"303  Walter ST PIttsburgh, PA",Address,High,40.41986083984375,-79.99451446533203,house,place,40.41979175,-79.99461575
"Larimer AV &  Meadow ST PIttsburgh, PA",RoadIntersection,High,40.46528980135918,-79.91454005241394,,,,
"314  Harmar ST PIttsburgh, PA",Address,High,40.457908630371094,-79.96822357177734,house,place,40.4578199621789,-79.9683721821226
"3401 W Prospect AV PIttsburgh, PA",Address,High,40.446613,-80.080604,,,,
"S Mathilda ST &  Friendship AV PIttsburgh, PA",RoadIntersection,High,40.46281009912491,-79.94679026305676,,,,
"Wylie AV &  DeVilliers ST PIttsburgh, PA",RoadIntersection,High,40.444229766726494,-79.98077988624573,,,,
"402  Chester AV PIttsburgh, PA",Address,High,40.467323,-80.014862,house,place,40.4672633,-80.0148487
"22  Cambria CT PIttsburgh, PA",Address,High,40.46156287193298,-79.91974957287312,house,place,40.4617531,-79.9196933
"5815  East Liberty BL PIttsburgh, PA",Address,High,40.46671676635742,-79.92460632324219,,,,
"105  Oak hill DR PIttsburgh, PA",Address,High,40.43974310159683,-79.96746875345707,house,place,40.4392674284762,-79.9681218522845
"3149  Cordell PL PIttsburgh, PA",Address,High,40.41801318526268,-79.96285736560822,house,place,40.4179857128142,-79.9630674330989
"1204  Woodland AV PIttsburgh, PA",Address,High,40.469715,-80.027687,house,place,40.4696206601339,-80.0276536751593
"7814  Formosa WY PIttsburgh, PA",Address,High,40.45270688831806,-79.88705813884735,service,highway,40.4551911,-79.8976906
"700  Knox AV PIttsburgh, PA",RoadBlock,Medium,40.4127311706543,-79.99044036865234,tertiary,highway,40.413625,-79.9904773
"819  Brushton AV PIttsburgh, PA",Address,High,40.4548566788435,-79.88842606544495,house,place,40.4548678385747,-79.8884657950949
"1221  Bellaire PL PIttsburgh, PA",Address,High,40.39320373535156,-80.01201629638672,house,place,40.3928911493529,-80.0126460776343
"2188  Elmore SQ PIttsburgh, PA",Address,High,40.44226638972759,-79.97553817927837,house,place,40.4423831968647,-79.9772327970878
"1401  WOODS RUN AV PIttsburgh, PA",Address,High,40.47586441040039,-80.03370666503906,house,place,40.475806122024,-80.0339586655876
"1307  Spring Garden AV PIttsburgh, PA",Address,High,40.46060562133789,-79.98832702636719,tertiary,highway,40.4764516,-79.9895694
"110 N Beatty ST PIttsburgh, PA",Address,High,40.46250534057617,-79.92640686035156,house,place,40.4624989,-79.9263963
"7429  MONTICELLO ST PIttsburgh, PA",Address,High,40.4583854675293,-79.8896255493164,house,place,40.4584092450481,-79.8902047094266
"114  Millbridge ST PIttsburgh, PA",Address,High,40.42140819132328,-79.99587334692478,house,place,40.421396,-79.995916
"7743  Hamilton AV PIttsburgh, PA",Address,High,40.452564,-79.88758,house,place,40.4525761623629,-79.8881547817448
"Dinwiddie ST &  Rose ST PIttsburgh, PA",RoadIntersection,High,40.442356028540374,-79.98046790523185,,,,
"Grape ST &  Mathews AV PIttsburgh, PA",RoadIntersection,High,40.41360966861248,-79.98972974717617,,,,
"Johnston AV &  Gertrude ST PIttsburgh, PA",RoadIntersection,High,40.406499803066254,-79.9413601309061,,,,
"2077  Bentley DR PIttsburgh, PA",Address,High,40.44041097164154,-79.9776229262352,residential,highway,40.4397076,-79.9705203
"1332  Juniata ST PIttsburgh, PA",Address,High,40.4570198059082,-80.02699279785156,house,place,40.4570640983153,-80.0262645725195
"538.5 N Murtland ST PIttsburgh, PA",PopulatedPlace,Medium,40.43833923339844,-79.99746704101562,residential,highway,40.4524166,-79.9045418
"3014  Arlington AV PIttsburgh, PA",Address,High,40.41741371154785,-79.96501989662647,house,place,40.417375,-79.964925
"1611  Sandusky CT PIttsburgh, PA",Address,High,40.45958139002323,-80.00572711229324,house,place,40.4594694119099,-80.0056952647111
"400  Norton ST PIttsburgh, PA",Address,High,40.42591966688633,-80.01029089093208,house,place,40.4256672390244,-80.0104723658537
"7136  Gladefield ST PIttsburgh, PA",Address,High,40.46665573120117,-79.89459991455078,house,place,40.4663626,-79.8948353
"2nd AV &  Glenwood AV PIttsburgh, PA",RoadIntersection,High,40.40100999176502,-79.93941016495228,,,,
"2826  Arlington AV PIttsburgh, PA",Address,High,40.417068,-79.9682,house,place,40.4172442307692,-79.9682326923077
"1400  Locust ST PIttsburgh, PA",Address,High,40.43608474731445,-79.9853744506836,house,place,40.436737,-79.985049
"92  Climax ST PIttsburgh, PA",Address,High,40.4188232421875,-80.00615692138672,house,place,40.419037,-80.006427
"6533  Meadow ST PIttsburgh, PA",Address,High,40.461359694600105,-79.91005271673203,house,place,40.4614955,-79.909991
"7403  Frankstown AV PIttsburgh, PA",Address,High,40.456565,-79.891548,house,place,40.4564287426265,-79.8916837772615
"152  Reed Roberts ST PIttsburgh, PA",Address,High,40.440460592508316,-79.98248979449272,,,,
"518  Taft AV PIttsburgh, PA",Address,High,40.41681671142578,-80.00784301757812,house,place,40.416948,-80.00769
"141  Robinson ST PIttsburgh, PA",Address,High,40.43886947631836,-79.96598815917969,house,place,40.4390565106502,-79.9655634704074
"2011  bentley DR PIttsburgh, PA",Address,High,40.44241055846214,-79.97780330479145,house,place,40.442037029065,-79.9788630222258
"2303  East Hills DR PIttsburgh, PA",Address,High,40.4552536457777,-79.87109899520874,house,place,40.455592,-79.871025
"1307  Spring Garden AV PIttsburgh, PA",Address,High,40.460605,-79.988327,tertiary,highway,40.4764516,-79.9895694
"212  Climax ST PIttsburgh, PA",Address,High,40.41932678222656,-80.00379180908203,house,place,40.4194124420126,-80.003964379501
"1400  Hoff ST PIttsburgh, PA",RoadBlock,Medium,40.46207046508789,-79.98406982421875,residential,highway,40.4615653,-79.9839713
"5516  Baywood ST PIttsburgh, PA",Address,High,40.471004486083984,-79.928466796875,house,place,40.4710404,-79.9284474
"Fountain ST &  Loraine ST PIttsburgh, PA",RoadIntersection,High,40.45903465126531,-80.00638854346252,,,,
"Deary ST &  Larimer AV PIttsburgh, PA",RoadIntersection,High,40.46788014471531,-79.90714989602566,,,,
"958  Woodlow ST PIttsburgh, PA",Address,High,40.4459510743618,-80.05222052335739,house,place,40.4465248942599,-80.0517829939576
"958  Woodlow ST PIttsburgh, PA",Address,High,40.4459510743618,-80.05222052335739,house,place,40.4465248942599,-80.0517829939576
"27  Marne WY PIttsburgh, PA",Address,High,40.423587799072266,-80.01309204101562,house,place,40.4237928783784,-80.0128606756757
"1305  Fulton ST PIttsburgh, PA",Address,High,40.4539909362793,-80.02481079101562,house,place,40.4539799387755,-80.0247519387755
"1364  Harlow ST PIttsburgh, PA",Address,High,40.458560943603516,-80.0706787109375,house,place,40.4586523540623,-80.0709232091114
"2509 N Charles ST PIttsburgh, PA",Address,High,40.46697624027729,-80.0185876339674,house,place,40.4670962,-80.0184938
"521  Ormsby AV PIttsburgh, PA",Address,High,40.41303634643555,-79.97820281982422,,,,
"Herron AV &  Webster AV PIttsburgh, PA",RoadIntersection,High,40.45288994908333,-79.96494010090828,,,,
"4745  Juniper ST PIttsburgh, PA",Address,High,40.45806121826172,-79.95108032226562,house,place,40.4586071750134,-79.9522901413803
"2228  East Hills DR PIttsburgh, PA",Address,High,40.454427525401115,-79.87239517271519,house,place,40.4544095183759,-79.8722936639409
"2040  Brownsville RD PIttsburgh, PA",Address,High,40.39405435323715,-79.98645476996899,house,place,40.393812285341,-79.986528779159
"111  Tecumseh ST PIttsburgh, PA",Address,High,40.40872938930988,-79.94304187595844,house,place,40.40877,-79.94306
"7068  frankstown AV PIttsburgh, PA",Address,High,40.45804984867573,-79.89940769970417,house,place,40.4580170432094,-79.8994111055794
"Frankstown AV &  Brushton AV PIttsburgh, PA",RoadIntersection,High,40.45551985502243,-79.88810017704964,,,,
"Hamilton AV &  Brushton AV PIttsburgh, PA",RoadIntersection,High,40.45272968709469,-79.88919988274574,,,,
"7800  Susquehanna ST PIttsburgh, PA",Address,High,40.44913101196289,-79.888916015625,house,place,40.4496878174493,-79.8888954840152
"1254  Dickson ST PIttsburgh, PA",Address,High,40.47007369995117,-80.02962493896484,house,place,40.4700419333333,-80.029335
"529  Mt Pleasant RD PIttsburgh, PA",Address,High,40.47791227698326,-80.00025741755962,house,place,40.4779151,-79.9999856
"3149  Cordell PL PIttsburgh, PA",Address,High,40.41801318526268,-79.96285736560822,house,place,40.4179857128142,-79.9630674330989
"3123  Cordell PL PIttsburgh, PA",Address,High,40.41799373924732,-79.9629344791174,house,place,40.4179241737836,-79.9632618943039
"229  Shetland ST PIttsburgh, PA",Address,High,40.463966369628906,-79.9094009399414,house,place,40.4639654,-79.9093986
"3385 W Prospect AV PIttsburgh, PA",Address,High,40.446472,-80.079948,,,,
"1050  Silverdale ST PIttsburgh, PA",Address,High,40.45764923095703,-79.88053894042969,house,place,40.4574519790113,-79.8806942506185
"1019  Pennsylvania AV PIttsburgh, PA",Address,High,40.4418084025383,-79.87894713878632,house,place,40.4550543342825,-80.0203961118736
"2760  Bergman ST PIttsburgh, PA",Address,High,40.45359802246094,-80.05172729492188,house,place,40.4536479434127,-80.0519381694616
"3038  ARLINGTON AV PIttsburgh, PA",Address,High,40.41749149560928,-79.96458940207958,house,place,40.4173933530386,-79.9648057052494
"7201  Frankstown AV PIttsburgh, PA",Address,High,40.457519,-79.896102,house,place,40.457441,-79.896112
"1592  Lincoln AV PIttsburgh, PA",Address,High,40.4700927734375,-79.89310455322266,house,place,40.4701844,-79.8931664
"2340  EAST HILLS DR PIttsburgh, PA",Address,High,40.45539043843746,-79.87089648842812,house,place,40.4555945540812,-79.8708041644228
"4024  Perrysville AV PIttsburgh, PA",Address,High,40.491863,-80.020385,house,place,40.4918581,-80.0203946
"500  Sickles ST PIttsburgh, PA",Address,High,40.44947052001953,-79.8813247680664,house,place,40.449518,-79.881546
"7803  Susquehanna ST PIttsburgh, PA",Address,High,40.45001220703125,-79.88885498046875,house,place,40.4498684101538,-79.8888963216459
"Frankstown AV & N Lang AV PIttsburgh, PA",RoadIntersection,High,40.45790031552315,-79.89854000508785,,,,
"5100  Liberty AV PIttsburgh, PA",Address,High,40.458484,-79.943786,house,place,40.458674,-79.943659
"207  Herndon ST PIttsburgh, PA",Address,High,40.44328308105469,-80.03663635253906,house,place,40.4432763462742,-80.0364144354451
"1224  Denniston ST PIttsburgh, PA",Address,High,40.447363927960396,-79.92020554840565,house,place,40.4472011,-79.9205259
"805  Cherokee ST PIttsburgh, PA",Address,High,40.45155715942383,-79.96053314208984,house,place,40.4514971138701,-79.960618954805
"5730  Interboro AV PIttsburgh, PA",Address,High,40.366111,-79.913215,house,place,40.3665333276676,-79.9133293590008
"5316  Holmes ST PIttsburgh, PA",Address,High,40.48069381713867,-79.94950866699219,house,place,40.4805989667624,-79.9499058013723
"1926  Brownsville RD PIttsburgh, PA",Address,High,40.39513397216797,-79.98709869384766,house,place,40.3958434872535,-79.9872710196965
"1204  Woodland AV PIttsburgh, PA",Address,High,40.4697151184082,-80.0276870727539,house,place,40.4696206601339,-80.0276536751593
"7610  Bennett ST PIttsburgh, PA",Address,High,40.45463562011719,-79.88990020751953,house,place,40.4548445220477,-79.8899292196997
"2194  Elmore SQ PIttsburgh, PA",Address,High,40.442538633942604,-79.9753001332283,house,place,40.4423818787459,-79.9772365188351
"5719  East Liberty BL PIttsburgh, PA",Address,High,40.466995,-79.925354,,,,
"2637  BRIGHTON RD PIttsburgh, PA",Address,High,40.46900939941406,-80.02574157714844,house,place,40.4688135154745,-80.0254042992929
"1318  Superior AV PIttsburgh, PA",Address,High,40.468074,-80.0307,house,place,40.467938,-80.030731
"54th ST &  Kent WY PIttsburgh, PA",RoadIntersection,High,40.48151984810829,-79.94944028556347,,,,
"214  Reifert ST PIttsburgh, PA",Address,High,40.40803146362305,-79.99280548095703,house,place,40.4081044589133,-79.9924951370179
"3100  Ewart DR PIttsburgh, PA",Address,High,40.448790192604065,-79.96147200465202,house,place,40.448639,-79.961866
"1100  Muldowney AV PIttsburgh, PA",Address,High,40.368526458740234,-79.91732025146484,house,place,40.368662,-79.917314
"116 W Meyers ST PIttsburgh, PA",Address,High,40.39988327026367,-79.99162292480469,house,place,40.399757,-79.991566
"2269  Bedford AV PIttsburgh, PA",Address,High,40.449146926403046,-79.97620537877083,house,place,40.4492622263712,-79.9761177281452
"1104  Woodland AV PIttsburgh, PA",Address,High,40.47001647949219,-80.02635192871094,residential,highway,40.4690771,-80.0300983
"1613  Antrim ST PIttsburgh, PA",Address,High,40.47503662109375,-80.03799438476562,house,place,40.475208,-80.0378596666667
"2171  Bedford AV PIttsburgh, PA",Address,High,40.44792518019676,-79.97912026941776,house,place,40.4480430692574,-79.9789855851567
"240  Kennedy AV PIttsburgh, PA",Address,High,40.474342346191406,-80.01210021972656,house,place,40.4742548766908,-80.0117275871195
"McDowell ST & PIttsburgh, PA",,,,,,,,
"1110 N Murtland ST PIttsburgh, PA",Address,High,40.460636138916016,-79.9000015258789,house,place,40.4606388333333,-79.900165
"1521  Bedford AV PIttsburgh, PA",Address,High,40.444332,-79.988006,house,place,40.4442668161722,-79.9879648170855
"217  Shiloh ST PIttsburgh, PA",Address,High,40.42999595403671,-80.00731095671654,restaurant,amenity,40.4301802,-80.0072567
"2258  East Hills DR PIttsburgh, PA",Address,High,40.454643443226814,-79.87188890576363,house,place,40.4546230814722,-79.8718070556701
"1109 E Carson ST PIttsburgh, PA",Address,High,40.42893600463867,-79.98706817626953,pub,amenity,40.42888815,-79.9870686469346
"1311  Halsey PL PIttsburgh, PA",Address,High,40.4642448425293,-80.0290756225586,house,place,40.464435684382,-80.028794683296
"1008  Morrison ST PIttsburgh, PA",Address,High,40.46046447753906,-80.02223205566406,house,place,40.4603677566703,-80.022053405863
"2101  Arlington AV PIttsburgh, PA",Address,High,40.418025970458984,-79.9771957397461,house,place,40.417891,-79.977246
"112  Knox AV PIttsburgh, PA",Address,High,40.414985,-79.990287,house,place,40.4149456666667,-79.990436
"18  Divinity ST PIttsburgh, PA",Address,High,40.46302032470703,-80.01206970214844,house,place,40.4631051,-80.0121052
"1102  Woodland AV PIttsburgh, PA",Address,High,40.470035552978516,-80.02625274658203,residential,highway,40.4690771,-80.0300983
"208  Rochelle ST PIttsburgh, PA",Address,High,40.414886474609375,-79.99108123779297,house,place,40.415016243312,-79.9908829404145
"2247  Holyoke ST PIttsburgh, PA",Address,High,40.46583557128906,-80.01451873779297,house,place,40.4656202631579,-80.0143280526316
"255 E OHIO ST PIttsburgh, PA",Address,High,40.45217514038086,-80.00279998779297,house,place,40.4529806595745,-80.0030901489362
"McKees Rocks BRDG &  Ohio River BL PIttsburgh, PA",RoadIntersection,High,40.47890938016555,-80.04306923456674,,,,
"3304  Fleming AV PIttsburgh, PA",Address,High,40.47554016113281,-80.03739166259766,house,place,40.4759557209607,-80.0377724013008
"1413  Chicago ST PIttsburgh, PA",Address,High,40.47880478203297,-80.00056251883507,residential,highway,40.4781397,-80.0029449
