VICTIM_ID,TYPE,CCR,DATE,TIME,HOUR,LOCATION,CENSUS_TRACT,NEIGHBORHOOD,ZONE,WEAPON,,MOTIVE,VICTIM_RACE,VICTIM_SEX,VICTIM_AGE,ACTOR_CT.
,Non-fatal Shooting,16033570,2/23/16,,22, Monongahela ST &  Hazelwood AV,,Hazelwood,4,,Firearm
,Non-fatal Shooting,16034846,2/25/16,,23,2409  Bedford AV,,Middle Hill,2,,Firearm
,Non-fatal Shooting,16034860,2/26/16,,0,408  East Ohio ST,,East Allegheny,1,,Firearm
,Non-fatal Shooting,16035045,2/26/16,,8,2507  Bedford AV,,Bedford Dwellings,2,,Firearm
,Non-fatal Shooting,16035982,2/27/16,,16, Chauncey DR &  Bedford AV,,Bedford Dwellings,2,,Firearm
,Non-fatal Shooting,16036859,2/29/16,,1,520  East Ohio ST,,East Allegheny,1,,Firearm
,Non-fatal Shooting,16037555,3/1/16,,5,2220  Wilner DR,,East Hills,5,,Firearm
,Non-fatal Shooting,16040514,3/5/16,,20, Fleming AV &  Antrim ST,,Brighton Heights,1,,Firearm
,Non-fatal Shooting,16041718,3/7/16,,21,227  Winston ST,,Hazelwood,4,,Firearm
,Non-fatal Shooting,16043487,3/10/16,,16, Belleau DR &  Belleau ST,,Fineview,1,,Firearm
,Non-fatal Shooting,16044001,3/11/16,,12,3  Mercy ST,,Fineview,1,,Firearm
,Non-fatal Shooting,16044505,3/12/16,,4, Brushton AV &  Frankstown AV,,Homewood South,5,,Firearm
,Non-fatal Shooting,16046293,3/14/16,,19,22  Bedford SQ,,South Side Flats,3,,Firearm
,Non-fatal Shooting,16052720,3/24/16,,13,2951 N Charles ST,,Perry South,1,,Firearm
,Non-fatal Shooting,16055015,3/27/16,,19, Tripoli ST &  Pascoe WY,,East Allegheny,1,,Firearm
,Non-fatal Shooting,16057169,3/30/16,,22, Brushton AV &  Race ST,,Homewood North,5,,Firearm
,Non-fatal Shooting,16064747,4/10/16,,20, Hamilton AV & N Homewood AV,,Homewood South,5,,Firearm
,Non-fatal Shooting,16064973,4/11/16,,7,1521  Crucible ST,,Crafton Heights,6,,Firearm
,Non-fatal Shooting,16066720,4/13/16,,17, Mellon ST &  Hays ST,,East Liberty,5,,Firearm
,Non-fatal Shooting,16067590,4/14/16,,22,1616  Homer ST,,Spring Hill,1,,Firearm
,Non-fatal Shooting,16067633,4/14/16,,23,304 E Warrington AV,,Allentown,3,,Firearm
,Non-fatal Shooting,16068385,4/16/16,,0, Brighton RD &  Kleber ST,,Brighton Heights,1,,Firearm
,Non-fatal Shooting,16069467,4/17/16,,13,N N. Homewood AV &   ,,Homewood South,5,,Firearm
,Non-fatal Shooting,16074531,4/24/16,,10,255 E Ohio ST,,Allegheny Center,1,,Firearm
,Non-fatal Shooting,16075144,4/25/16,,10, Hazelton ST &  Suffolk ST,,Fineview,1,,Firearm
,Non-fatal Shooting,16075371,4/25/16,,17,1300  Paulson AV,,Lincoln Lemington Belmar,5,,Firearm
,Non-fatal Shooting,16078365,4/30/16,,2,1649  Smallman ST,,Strip District,2,,Firearm
,Non-fatal Shooting,16078424,4/30/16,,4, Moultrie ST &  Watson ST,,Bluff,4,,Firearm
,Non-fatal Shooting,16079126,5/1/16,,3,834  Industry ST,,Bluff,2,,Firearm
,Non-fatal Shooting,16079557,5/1/16,,20, Gate Lodge WY &  Glenwood AV,,Hazelwood,4,,Firearm
,Non-fatal Shooting,16081873,5/5/16,,2,2411  Bedford AV,,Bedford Dwellings,2,,Firearm
,Non-fatal Shooting,16083282,5/7/16,,2,6426  Apple AV,,Lincoln Lemington Belmar,5,,Firearm
,Non-fatal Shooting,16083726,5/7/16,,19,3222  Rothpletz ST,,Marshall Shadeland,1,,Firearm
,Non-fatal Shooting,16083998,5/8/16,,3, Moultrie ST &  Watson ST,,Bluff,2,,Firearm
,Non-fatal Shooting,16084384,5/8/16,,19,242  Winston ST,,Hazelwood,4,,Firearm
,Non-fatal Shooting,16087297,5/12/16,,22, Allyn WY &  Berry ST,,Sheraden,6,,Firearm
,Non-fatal Shooting,16087307,5/12/16,,23,806  Brushton AV,,Homewood South,5,,Firearm
,Non-fatal Shooting,16090017,5/16/16,,22,1723  Belleau DR,,Fineview,1,,Firearm
,Non-fatal Shooting,16090605,5/17/16,,19, Imogene RD &  Desdemona AV,,Squirrel Hill South,4,,Firearm
,Non-fatal Shooting,16090884,5/18/16,,8,244  Dinwiddie ST,,Crawford Roberts,2,,Firearm
,Non-fatal Shooting,16091141,5/18/16,,17,1  Gilford CT,,East Liberty,5,,Firearm
,Non-fatal Shooting,16092157,5/20/16,,2,1222 E Carson ST,,South Side Flats,3,,Firearm
,Non-fatal Shooting,16093438,5/21/16,,23, Sandusky CT &  Henderson ST,,Fineview,1,,Firearm
,Non-fatal Shooting,16093451,5/21/16,,23,1519 N Lang AV,,Homewood North,5,,Firearm
,Non-fatal Shooting,16095572,5/25/16,,1,1124  Buente ST,,Spring Hill,1,,Firearm
,Non-fatal Shooting,16095563,5/25/16,,1, Liberty AV &  16th ST,,Strip District,2,,Firearm
,Non-fatal Shooting,16096422,5/26/16,,4,1820  Marmaduke ST,,Brighton Heights,1,,Firearm
,Non-fatal Shooting,16096892,5/26/16,,18, Ramp From Reedsdale St to Rt.65/Ridge Av  &   ,,Chateau,1,,Firearm
,Non-fatal Shooting,16097577,5/27/16,,17, Lecky AV &  Malden ST,,Marshall Shadeland,1,,Firearm
,Non-fatal Shooting,16097781,5/27/16,,22,6426  Apple AV,,Lincoln Lemington Belmar,5,,Firearm
,Non-fatal Shooting,16099648,5/30/16,,15, Ibis WY &  Mathews AV,,Knoxville,3,,Firearm
,Non-fatal Shooting,16099864,5/30/16,,23,1637  Sandusky CT,,Fineview,1,,Firearm
,Non-fatal Shooting,16101946,6/2/16,,18,700  Oakwood ST,,East Hills,5,,Firearm
,Non-fatal Shooting,16103654,6/5/16,,1,501  Stadium ST,,Sheraden,6,,Firearm
,Non-fatal Shooting,16103737,6/5/16,,3,200  Helen WY,,Allentown,3,,Firearm
,Non-fatal Shooting,16104253,6/6/16,,0,3400 W Prospect AV,,Fairywood,6,,Firearm
,Non-fatal Shooting,16118117,6/25/16,,21, Boggs AV &  Greenbush ST,,Mount Washington,3,,Firearm
,Aggravated Assaults with a Firearm,10000008,1/1/10,,0,7223  Race ST,,Homewood North,5,,
,Aggravated Assaults with a Firearm,10000255,1/1/10,,3,1129  Ellopia ST,,Chartiers City,6,,
,Aggravated Assaults with a Firearm,10000877,1/2/10,,0,4614  Penn AV,,Central Lawrenceville,5,,
,Aggravated Assaults with a Firearm,10002736,1/2/10,,8,504  Arthur ST,,Crawford Roberts,2,,
,Aggravated Assaults with a Firearm,10005514,1/7/10,,22,2620  Norwood AV,,Perry South,1,,
,Aggravated Assaults with a Firearm,10007948,1/11/10,,0,7357  Kelly ST,,Homewood South,5,,
,Aggravated Assaults with a Firearm,10008614,1/11/10,,20,1510  Denise ST,,Carrick,3,,
,Aggravated Assaults with a Firearm,10010364,1/13/10,,22,167  Knox AV,,Knoxville,3,,
,Aggravated Assaults with a Firearm,10011367,1/15/10,,3,2255  Somers DR,,Bedford Dwellings,2,,
,Aggravated Assaults with a Firearm,10013286,1/17/10,,1, Alice ST &  McKinley ST,,Knoxville,3,,
,Aggravated Assaults with a Firearm,10013298,1/17/10,,2,320  Mc Kinley ST,,Knoxville,3,,
,Aggravated Assaults with a Firearm,10013528,1/17/10,,13,804 N Negley AV,,Highland Park,5,,
,Aggravated Assaults with a Firearm,10013715,1/17/10,,6,521 N Euclid AV,,East Liberty,5,,
,Aggravated Assaults with a Firearm,10014568,1/18/10,,19, Perrysville AV & N Charles ST,,Perry South,1,,
,Aggravated Assaults with a Firearm,10014703,1/18/10,,23,7200  Stranahan ST,,Homewood North,5,,
,Aggravated Assaults with a Firearm,10014782,1/19/10,,2,1010  Brushton AV,,Homewood North,5
,Aggravated Assaults with a Firearm,10015260,1/19/10,,17, Brownsville RD &  Parkfield ST,,Carrick,3
,Aggravated Assaults with a Firearm,10015520,1/19/10,,23,316 N Negley AV,,East Liberty,5
,Aggravated Assaults with a Firearm,10017305,1/21/10,,22,1577  Crucible ST,,Crafton Heights,6
,Aggravated Assaults with a Firearm,10018658,1/23/10,,13, Hemlock ST &  Hazlip WY,,Central North Side,1
,Aggravated Assaults with a Firearm,10019702,1/24/10,,5,6229  Broad ST,,East Liberty,5
,Aggravated Assaults with a Firearm,10022079,1/27/10,,19,135  Zara ST,,Knoxville,3
,Aggravated Assaults with a Firearm,10022084,1/24/10,,22,7305  Race ST,,Homewood North,5
,Aggravated Assaults with a Firearm,10023761,1/29/10,,20,215  Alpine ST,,Central North Side,1
,Aggravated Assaults with a Firearm,10023834,1/29/10,,22,6021  Jackson ST,,Highland Park,5
,Aggravated Assaults with a Firearm,10024070,1/30/10,,3,4228  Ludwick ST,,Squirrel Hill South,4
,Aggravated Assaults with a Firearm,10024357,1/30/10,,12,183  Leckey AV,,Marshall Shadeland,1
,Aggravated Assaults with a Firearm,10027465,2/3/10,,13,255 E OHIO ST,,Allegheny Center,1
,Aggravated Assaults with a Firearm,10027894,2/3/10,,20,100  Furley ST,,Elliott,6
,Aggravated Assaults with a Firearm,10029199,2/4/10,,15,3704  Wind gap AV,,Windgap,6
,Aggravated Assaults with a Firearm,10031653,2/8/10,,2,3006  Arlington AV,,Arlington Heights,3
,Aggravated Assaults with a Firearm,10033143,2/6/10,,2,8811  Bricelyn ST,,East Hills,5
,Aggravated Assaults with a Firearm,10035957,2/12/10,,19,2120  Walton AV,,Overbrook,3
,Aggravated Assaults with a Firearm,10038220,2/15/10,,15,5402  Broad ST,,Garfield,5
,Aggravated Assaults with a Firearm,10041040,2/18/10,,22,5546  Jackson ST,,Highland Park,5
,Aggravated Assaults with a Firearm,10043891,2/22/10,,9,1015  Jancey ST,,Morningside,5
,Aggravated Assaults with a Firearm,10045193,2/23/10,,19,3157  Ewart DR,,Upper Hill,2
,Aggravated Assaults with a Firearm,10046258,2/25/10,,2,200  Renova ST,,Hazelwood,4
,Aggravated Assaults with a Firearm,10047601,2/26/10,,18,2159  Elmore SQ,,Terrace Village,2
,Aggravated Assaults with a Firearm,10048128,2/26/10,,11,400  Wood ST,,Central Business District,2
,Aggravated Assaults with a Firearm,10048527,2/27/10,,23,322  Dunlap ST,,Perry North,1
,Aggravated Assaults with a Firearm,10048706,2/28/10,,2,1252  Pennsylvania AV,,Manchester,1
,Aggravated Assaults with a Firearm,10049090,2/28/10,,18,2430  East Hills DR,,East Hills,5
,Aggravated Assaults with a Firearm,10050053,3/1/10,,22, Lydia ST &  Greenfield AV,,Greenfield,4
,Aggravated Assaults with a Firearm,10050855,3/2/10,,23,639  Lenora ST,,Larimer,5
,Aggravated Assaults with a Firearm,10051147,2/27/10,,23,2600  Arlington AV,,Arlington,3
,Aggravated Assaults with a Firearm,10051432,3/3/10,,17,912  Freeland ST,,Allentown,3
,Aggravated Assaults with a Firearm,10054147,3/6/10,,22,5337  Dresden WY,,Upper Lawrenceville,2
,Aggravated Assaults with a Firearm,10054761,3/7/10,,19,306 N Negley AV,,East Liberty,5
,Aggravated Assaults with a Firearm,10055628,3/9/10,,0,3622  Middletown RD,,Chartiers City,6
,Aggravated Assaults with a Firearm,10057952,3/11/10,,17,2503 N Charles ST,,Perry South,1
,Aggravated Assaults with a Firearm,10058200,3/11/10,,21, Ashlyn ST &  Zephyr AV,,Sheraden,6
,Aggravated Assaults with a Firearm,10060128,3/13/10,,22,1216  Woods Run AV,,Brighton Heights,1
,Aggravated Assaults with a Firearm,10063067,3/17/10,,14,7216  Everton ST,,Lincoln Lemington Belmar,5
,Aggravated Assaults with a Firearm,10064190,3/14/10,,15,3107  Terrace ST,,West Oakland,4
,Aggravated Assaults with a Firearm,10065263,3/19/10,,20, Stanton AV &  Mellon ST,,Highland Park,5
,Aggravated Assaults with a Firearm,10065483,3/20/10,,1,1206  woodland AV,,Marshall Shadeland,1
,Aggravated Assaults with a Firearm,10066167,3/20/10,,17,1300  Goettmann ST,,Troy Hill,1
,Aggravated Assaults with a Firearm,10066278,3/20/10,,18, Bloomfield BRDG &   ,,Bedford Dwellings,2
,Aggravated Assaults with a Firearm,10066446,3/21/10,,1,1100  Hall ST,,Marshall Shadeland,1
,Aggravated Assaults with a Firearm,10067151,3/21/10,,21,848  Proctor WY,,Allentown,3
,Aggravated Assaults with a Firearm,10068052,3/22/10,,22, Eckstein PL &  Wadsworth ST,,Terrace Village,2
,Aggravated Assaults with a Firearm,10069677,3/24/10,,21,515  Cora ST,,Homewood South,5
,Aggravated Assaults with a Firearm,10069749,3/24/10,,22,500  Sickles ST,,East Hills,5
,Aggravated Assaults with a Firearm,10070483,3/25/10,,12,525  Ormsby ST,,Mount Oliver,3
,Aggravated Assaults with a Firearm,10071463,3/26/10,,23,2234 E  HILLS DR,,Homewood North,5
,Aggravated Assaults with a Firearm,10072235,3/27/10,,20,239  Arabella ST,,Knoxville,3
,Aggravated Assaults with a Firearm,10073399,3/29/10,,11,94  Watson BL,,Perry North,1
,Aggravated Assaults with a Firearm,10075013,3/30/10,,22,303  Walter ST,,South Side Flats,3
,Aggravated Assaults with a Firearm,10079050,4/4/10,,0, Larimer AV &  Meadow ST,,Larimer,5
,Aggravated Assaults with a Firearm,10079194,4/4/10,,3,314  Harmar ST,,Polish Hill,2
,Aggravated Assaults with a Firearm,10079429,3/31/10,,23,3401 W Prospect AV,,Fairywood,6
,Aggravated Assaults with a Firearm,10080713,4/6/10,,1,S Mathilda ST &  Friendship AV,,Bloomfield,5
,Aggravated Assaults with a Firearm,10081297,4/1/10,,15, Wylie AV &  DeVilliers ST,,Crawford Roberts,2
,Aggravated Assaults with a Firearm,10082613,4/7/10,,20,402  Chester AV,,Perry South,1
,Aggravated Assaults with a Firearm,10087987,4/13/10,,14,22  Cambria CT,,East Liberty,5
,Aggravated Assaults with a Firearm,10088287,4/13/10,,21,5815  East Liberty BL,,East Liberty,5
,Aggravated Assaults with a Firearm,10088381,4/14/10,,1,105  Oak hill DR,,Terrace Village,2
,Aggravated Assaults with a Firearm,10091216,4/16/10,,19,3149  Cordell PL,,Arlington Heights,3
,Aggravated Assaults with a Firearm,10092236,4/17/10,,22,1204  Woodland AV,,Marshall Shadeland,1
,Aggravated Assaults with a Firearm,10092699,4/18/10,,14,7814  Formosa WY,,Homewood South,5
,Aggravated Assaults with a Firearm,10093273,4/19/10,,9,700  Knox AV,,Knoxville,3
,Aggravated Assaults with a Firearm,10093737,4/19/10,,17,819  Brushton AV,,Homewood South,5
,Aggravated Assaults with a Firearm,10094145,4/20/10,,5,1221  Bellaire PL,,Brookline,6
,Aggravated Assaults with a Firearm,10094364,4/20/10,,12,2188  Elmore SQ,,Terrace Village,2
,Aggravated Assaults with a Firearm,10094757,4/20/10,,18,1401  WOODS RUN AV,,Marshall Shadeland,1
,Aggravated Assaults with a Firearm,10095835,4/21/10,,22,1307  Spring Garden AV,,Spring Garden,1
,Aggravated Assaults with a Firearm,10096395,4/22/10,,15,110 N Beatty ST,,East Liberty,5
,Aggravated Assaults with a Firearm,10097204,4/23/10,,10,7429  MONTICELLO ST,,Homewood North,5
,Aggravated Assaults with a Firearm,10099085,4/25/10,,10,114  Millbridge ST,,Allentown,3
,Aggravated Assaults with a Firearm,10102286,4/28/10,,23,7743  Hamilton AV,,Homewood South,5
,Aggravated Assaults with a Firearm,10106076,5/2/10,,19, Dinwiddie ST &  Rose ST,,Crawford Roberts,2
,Aggravated Assaults with a Firearm,10108703,5/5/10,,15, Grape ST &  Mathews AV,,Knoxville,3
,Aggravated Assaults with a Firearm,10109083,5/5/10,,21, Johnston AV &  Gertrude ST,,Hazelwood,4
,Aggravated Assaults with a Firearm,10110185,5/6/10,,22,2077  Bentley DR,,Terrace Village,2
,Aggravated Assaults with a Firearm,10111343,5/8/10,,2,1332  Juniata ST,,Middle Hill,1
,Aggravated Assaults with a Firearm,10111365,5/8/10,,2,538.5 N Murtland ST,,Homewood South,5
,Aggravated Assaults with a Firearm,10112272,5/9/10,,6,3014  Arlington AV,,Arlington Heights,3
,Aggravated Assaults with a Firearm,10115035,5/12/10,,16,1611  Sandusky CT,,Fineview,1
,Aggravated Assaults with a Firearm,10116380,5/14/10,,1,400  Norton ST,,Mount Washington,3
,Aggravated Assaults with a Firearm,10117553,5/15/10,,3,7136  Gladefield ST,,Lincoln Lemington Belmar,5
,Aggravated Assaults with a Firearm,10121237,5/19/10,,8, 2nd AV &  Glenwood AV,,Hazelwood,4
,Aggravated Assaults with a Firearm,10122027,5/20/10,,2,2826  Arlington AV,,Arlington,3
,Aggravated Assaults with a Firearm,10122329,5/20/10,,13,1400  Locust ST,,Bluff,2
,Aggravated Assaults with a Firearm,10122829,5/20/10,,21,92  Climax ST,,Beltzhoover,3
,Aggravated Assaults with a Firearm,10122938,5/21/10,,0,6533  Meadow ST,,Larimer,5
,Aggravated Assaults with a Firearm,10123479,5/21/10,,16,7403  Frankstown AV,,Homewood North,5
,Aggravated Assaults with a Firearm,10124359,5/22/10,,12,152  Reed Roberts ST,,Crawford Roberts,2
,Aggravated Assaults with a Firearm,10125627,5/23/10,,20,518  Taft AV,,Beltzhoover,3
,Aggravated Assaults with a Firearm,10125753,5/23/10,,23,141  Robinson ST,,West Oakland,4
,Aggravated Assaults with a Firearm,10128101,5/26/10,,5,2011  bentley DR,,Terrace Village,2
,Aggravated Assaults with a Firearm,10128928,5/27/10,,2,2303  East Hills DR,,East Hills,5
,Aggravated Assaults with a Firearm,10129067,5/27/10,,4,1307  Spring Garden AV,,Spring Garden,1
,Aggravated Assaults with a Firearm,10130151,5/25/10,,0,212  Climax ST,,Beltzhoover,3
,Aggravated Assaults with a Firearm,10130457,5/28/10,,15,1400  Hoff ST,,Troy Hill,1
,Aggravated Assaults with a Firearm,10130817,5/28/10,,15,5516  Baywood ST,,East Liberty,5
,Aggravated Assaults with a Firearm,10135179,6/2/10,,16, Fountain ST &  Loraine ST,,Fineview,1
,Aggravated Assaults with a Firearm,10138484,6/5/10,,19, Deary ST &  Larimer AV,,Lincoln Lemington Belmar,5
,Aggravated Assaults with a Firearm,10138742,6/6/10,,0,958  Woodlow ST,,Crafton Heights,6
,Aggravated Assaults with a Firearm,10138745,6/6/10,,0,958  Woodlow ST,,Crafton Heights,6
,Aggravated Assaults with a Firearm,10138788,6/6/10,,1,27  Marne WY,,Mount Washington,3
,Aggravated Assaults with a Firearm,10139507,6/6/10,,21,1305  Fulton ST,,Manchester,1
,Aggravated Assaults with a Firearm,10140412,6/7/10,,20,1364  Harlow ST,,Chartiers City,6
,Aggravated Assaults with a Firearm,10141909,6/9/10,,12,2509 N Charles ST,,Perry South,1
,Aggravated Assaults with a Firearm,10143058,6/10/10,,15,521  Ormsby AV,,Mount Oliver,3
,Aggravated Assaults with a Firearm,10143257,6/10/10,,18, Herron AV &  Webster AV,,Upper Hill,2
,Aggravated Assaults with a Firearm,10143706,6/11/10,,4,4745  Juniper ST,,Bloomfield,5
,Aggravated Assaults with a Firearm,10144546,6/11/10,,23,2228  East Hills DR,,Homewood North,5
,Aggravated Assaults with a Firearm,10144766,6/12/10,,3,2040  Brownsville RD,,Carrick,3
,Aggravated Assaults with a Firearm,10146652,6/14/10,,11,111  Tecumseh ST,,Hazelwood,4
,Aggravated Assaults with a Firearm,10150085,6/17/10,,20,7068  frankstown AV,,Homewood North,5
,Aggravated Assaults with a Firearm,10154236,6/21/10,,23, Frankstown AV &  Brushton AV,,Homewood North,5
,Aggravated Assaults with a Firearm,10154774,6/22/10,,16, Hamilton AV &  Brushton AV,,Homewood South,5
,Aggravated Assaults with a Firearm,10155157,6/22/10,,22,7800  Susquehanna ST,,Homewood North,5
,Aggravated Assaults with a Firearm,10156190,6/23/10,,23,1254  Dickson ST,,Marshall Shadeland,1
,Aggravated Assaults with a Firearm,10156475,6/24/10,,10,529  Mt Pleasant RD,,Northview Heights,1
,Aggravated Assaults with a Firearm,10157077,6/24/10,,20,3149  Cordell PL,,Arlington Heights,3
,Aggravated Assaults with a Firearm,10161018,6/29/10,,0,3123  Cordell PL,,Arlington Heights,3
,Aggravated Assaults with a Firearm,10165009,7/2/10,,21,229  Shetland ST,,Larimer,5
,Aggravated Assaults with a Firearm,10166336,7/4/10,,5,3385 W Prospect AV,,Fairywood,6
,Aggravated Assaults with a Firearm,10166460,7/4/10,,11,1050  Silverdale ST,,Homewood North,5
,Aggravated Assaults with a Firearm,10166471,7/4/10,,11,1019  Pennsylvania AV,,Manchester,1
,Aggravated Assaults with a Firearm,10167157,7/4/10,,21,2760  Bergman ST,,Sheraden,6
,Aggravated Assaults with a Firearm,10170067,7/8/10,,2,3038  ARLINGTON AV,,Arlington Heights,3
,Aggravated Assaults with a Firearm,10172551,7/10/10,,14,7201  Frankstown AV,,Homewood North,5
,Aggravated Assaults with a Firearm,10173155,7/11/10,,2,1592  Lincoln AV,,Lincoln Lemington Belmar,5
,Aggravated Assaults with a Firearm,10173210,7/11/10,,3,2340  EAST HILLS DR,,East Hills,5
,Aggravated Assaults with a Firearm,10174810,7/13/10,,1,4024  Perrysville AV,,Perry North,1
,Aggravated Assaults with a Firearm,10178986,7/17/10,,15,500  Sickles ST,,East Hills,5
,Aggravated Assaults with a Firearm,10179210,7/17/10,,20,7803  Susquehanna ST,,Homewood South,5
,Aggravated Assaults with a Firearm,10179373,7/18/10,,0, Frankstown AV & N Lang AV,,Homewood North,5
,Aggravated Assaults with a Firearm,10179478,7/18/10,,2,5100  Liberty AV,,Bloomfield,5
,Aggravated Assaults with a Firearm,10180259,7/18/10,,23,207  Herndon ST,,Elliott,6
,Aggravated Assaults with a Firearm,10181084,7/19/10,,22,1224  Denniston ST,,Point Breeze,4
,Aggravated Assaults with a Firearm,10182063,7/21/10,,2,805  Cherokee ST,,Upper Hill,2
,Aggravated Assaults with a Firearm,10182641,7/21/10,,18,5730  Interboro AV,,Lincoln Place,4
,Aggravated Assaults with a Firearm,10182934,7/22/10,,0,5316  Holmes ST,,Upper Lawrenceville,2
,Aggravated Assaults with a Firearm,10183656,7/22/10,,20,1926  Brownsville RD,,Carrick,3
,Aggravated Assaults with a Firearm,10184727,7/23/10,,21,1204  Woodland AV,,Marshall Shadeland,1
,Aggravated Assaults with a Firearm,10186480,7/25/10,,20,7610  Bennett ST,,Homewood South,5
,Aggravated Assaults with a Firearm,10186746,7/26/10,,5,2194  Elmore SQ,,Terrace Village,2
,Aggravated Assaults with a Firearm,10187262,7/25/10,,0,5719  East Liberty BL,,East Liberty,5
,Aggravated Assaults with a Firearm,10188965,1/1/10,,8,2637  BRIGHTON RD,,Marshall Shadeland,1
,Aggravated Assaults with a Firearm,10189301,7/28/10,,22,1318  Superior AV,,Marshall Shadeland,1
,Aggravated Assaults with a Firearm,10194161,8/3/10,,0, 54th ST &  Kent WY,,Upper Lawrenceville,2
,Aggravated Assaults with a Firearm,10194461,8/3/10,,12,214  Reifert ST,,Knoxville,3
,Aggravated Assaults with a Firearm,10197399,8/6/10,,11,3100  Ewart DR,,Upper Hill,2
,Aggravated Assaults with a Firearm,10198802,8/7/10,,20,1100  Muldowney AV,,Lincoln Place,4
,Aggravated Assaults with a Firearm,10199721,8/8/10,,22,116 W Meyers ST,,Carrick,3
,Aggravated Assaults with a Firearm,10200276,8/9/10,,17,2269  Bedford AV,,Bedford Dwellings,2
,Aggravated Assaults with a Firearm,10200475,8/9/10,,21,1104  Woodland AV,,Marshall Shadeland,1
,Aggravated Assaults with a Firearm,10201314,8/10/10,,23,1613  Antrim ST,,Brighton Heights,1
,Aggravated Assaults with a Firearm,10204191,8/14/10,,22,2171  Bedford AV,,Bedford Dwellings,2
,Aggravated Assaults with a Firearm,10204273,8/15/10,,0,240  Kennedy AV,,Perry South,1
,Aggravated Assaults with a Firearm,10204693,8/15/10,,18, McDowell ST &   ,,Marshall Shadeland,1
,Aggravated Assaults with a Firearm,10204886,8/16/10,,1,1110 N Murtland ST,,Homewood West,5
,Aggravated Assaults with a Firearm,10205093,8/16/10,,0,1521  Bedford AV,,Crawford Roberts,2
,Aggravated Assaults with a Firearm,10207017,8/18/10,,23,217  Shiloh ST,,Mount Washington,3
,Aggravated Assaults with a Firearm,10208259,8/20/10,,16,2258  East Hills DR,,East Hills,5
,Aggravated Assaults with a Firearm,10210046,8/23/10,,0,1109 E Carson ST,,South Side Flats,3
,Aggravated Assaults with a Firearm,10210368,8/23/10,,12,1311  Halsey PL,,Marshall Shadeland,1
,Aggravated Assaults with a Firearm,10211536,8/25/10,,1,1008  Morrison ST,,California Kirkbride,1
,Aggravated Assaults with a Firearm,10213491,8/27/10,,16,2101  Arlington AV,,South Side Slopes,3
,Aggravated Assaults with a Firearm,10213781,8/27/10,,22,112  Knox AV,,Knoxville,3
,Aggravated Assaults with a Firearm,10214577,8/28/10,,23,18  Divinity ST,,Perry South,1
,Aggravated Assaults with a Firearm,10215218,8/29/10,,21,1102  Woodland AV,,Marshall Shadeland,1
,Aggravated Assaults with a Firearm,10215955,8/30/10,,23,208  Rochelle ST,,Knoxville,3
,Aggravated Assaults with a Firearm,10215980,8/30/10,,23,2247  Holyoke ST,,Perry South,1
,Aggravated Assaults with a Firearm,10217739,9/2/10,,0,255 E OHIO ST,,Allegheny Center,1
,Aggravated Assaults with a Firearm,10217910,9/2/10,,13, McKees Rocks BRDG &  Ohio River BL,,Brighton Heights,1
,Aggravated Assaults with a Firearm,10217918,9/2/10,,13,3304  Fleming AV,,Brighton Heights,1
,Aggravated Assaults with a Firearm,10217937,9/2/10,,12,1413  Chicago ST,,Northview Heights,1
,Aggravated Assaults with a Firearm,10218819,9/3/10,,15,400  Millbridge ST,,Allentown,3
,Aggravated Assaults with a Firearm,10218906,9/2/10,,22,2643  Brighton RD,,Marshall Shadeland,1
,Aggravated Assaults with a Firearm,10219240,9/4/10,,0,910  Portland ST,,Highland Park,5
,Aggravated Assaults with a Firearm,10219373,9/4/10,,4, Moore Ave AV &  Knox AV,,Knoxville,3
,Aggravated Assaults with a Firearm,10222316,9/8/10,,13, Mountain AV &  Fisher ST,,St. Clair,3
,Aggravated Assaults with a Firearm,10222611,9/6/10,,20,1102  Woodland AV,,Marshall Shadeland,1
,Aggravated Assaults with a Firearm,10222695,9/8/10,,21,2253  Wilner DR,,East Hills,5
,Aggravated Assaults with a Firearm,10222959,9/8/10,,23,304  Mayfield AV,,Perry South,1
,Aggravated Assaults with a Firearm,10223363,9/9/10,,19,2800 N Charles ST,,Perry South,1
,Aggravated Assaults with a Firearm,10223379,9/9/10,,21,8600  Frankstown RD,,East Hills,5
,Aggravated Assaults with a Firearm,10224061,9/10/10,,20,5704  Penn AV,,East Liberty,5
,Aggravated Assaults with a Firearm,10227438,9/15/10,,15,316  Winston ST,,Hazelwood,4
,Aggravated Assaults with a Firearm,10227652,9/15/10,,20,6545  Deary ST,,Lincoln Lemington Belmar,5
,Aggravated Assaults with a Firearm,10228375,9/16/10,,21, Perrysville AV &  Milroy ST,,Perry North,1
,Aggravated Assaults with a Firearm,10229582,9/18/10,,12,5456  Penn AV,,Friendship,5
,Aggravated Assaults with a Firearm,10230086,9/19/10,,2, Saw Mill Run BL &  Crane AV,,Mount Washington,3
,Aggravated Assaults with a Firearm,10231364,9/20/10,,22,541  Cora ST,,Homewood South,5
,Aggravated Assaults with a Firearm,10231372,9/20/10,,22, Mt Pleasant RD &  Hazlett ST,,Northview Heights,1
,Aggravated Assaults with a Firearm,10231712,9/21/10,,13, Wylie AV &  Roberts ST,,Crawford Roberts,2
,Aggravated Assaults with a Firearm,10231793,9/21/10,,15, Arlington AV &  Josephine ST,,Arlington Heights,3
,Aggravated Assaults with a Firearm,10232024,9/21/10,,21,840  Spring Garden AV,,East Allegheny,1
