VICTIM_ID,TYPE,CCR,DATE,TIME,HOUR,LOCATION,bing_type,bing_confidence,bing_latitude,combined_latitude,hand_latitude,bing_longitude,combined_longitude,hand_longitude,,mapquest_type,mapquest_class,mapquest_latitude,mapquest_longitude,CENSUS_TRACT,NEIGHBORHOOD,ZONE,WEAPON,,MOTIVE,VICTIM_RACE,VICTIM_SEX,VICTIM_AGE,ACTOR_CT.
,Aggravated Assaults with a Firearm,13092707,5/14/13,,22,2211 Wilner DR,Address,High,40.4539032,40.4539032,,-79.86903381,-79.86903381,,,house,place,40.45406207,-79.86753472,,East Hills,5,,,,,,,
,Aggravated Assaults with a Firearm,13091490,5/13/13,,3,116 Hemlock ST,Address,High,40.45774841,40.45774841,,-80.00564575,-80.00564575,,,house,place,40.45765256,-80.00572156,,Central North Side,1,,,,,,,
,Aggravated Assaults with a Firearm,13091038,5/12/13,,12,1262 Nolan CT,Address,High,40.45984894,40.45984894,,-79.88669939,-79.88669939,,,,,,,,Homewood North,5,,,,,,,
,Non-fatal Shooting,13090447,5/11/13,,15,7300 Felicia WY,Address,High,40.45634799,40.45634799,,-79.89417404,-79.89417404,,,service,highway,40.456444,-79.8943252,,Homewood South,5,,Firearm,,,,,
,Non-fatal Shooting,13090744,5/11/13,,23,2154 White Hill DR,Address,High,40.44852398,40.44852398,,-79.97988939,-79.97988939,,,residential,highway,40.4486742,-79.9797265,,Bedford Dwellings,2,,Firearm,,,,,
,Aggravated Assaults with a Firearm,13088558,5/9/13,,0,2176 Webster AV,Address,High,40.447162,40.447162,,-79.977905,-79.977905,,,house,place,40.44715853,-79.97810806,,Middle Hill,2,,,,,,,
,Aggravated Assaults with a Firearm,13089155,5/9/13,,19,1324 Chicago ST,Address,High,40.47834679,40.47834679,,-80.0013303,-80.0013303,,,house,place,40.47865741,-80.00054387,,Northview Heights,1,,,,,,,
,Aggravated Assaults with a Firearm,13094857,5/9/13,,22,640 Thompson ST,Address,High,40.46596527,40.46596527,,-79.90959167,-79.90959167,,,house,place,40.4660483,-79.9096821,,Larimer,5,,,,,,,
,Aggravated Assaults with a Firearm,13088508,5/8/13,,23,174 Hazlett ST,Address,High,40.47712907,40.47712907,,-80.00118814,-80.00118814,,,house,place,40.4773003,-80.0005174,,Northview Heights,1,,,,,,,
,Non-fatal Shooting,13084854,5/4/13,,10,5300 Hillcrest ST,Address,High,40.46802834,40.46802834,,-79.93746556,-79.93746556,,,house,place,40.468019,-79.937539,,Garfield,5,,Firearm,,,,,
,Aggravated Assaults with a Firearm,13085090,5/4/13,,19,1321 Vinemont ST,Address,High,40.43301392,40.43301392,,-80.04854584,-80.04854584,,,house,place,40.43309569,-80.04861632,,Westwood,6,,,,,,,
,Non-fatal Shooting,13083810,5/3/13,,1,Obey AV & Arnold ST,RoadIntersection,High,40.44008978,40.44008978,,-80.05073994,-80.05073994,,,,,,,,Crafton Heights,6,,Firearm,,,,,
,Aggravated Assaults with a Firearm,13083636,5/2/13,,21,7314 Kelly ST,Address,High,40.45459747,40.45459747,,-79.89418793,-79.89418793,,,house,place,40.45489741,-79.8946049,,Homewood South,5,,,,,,,
,Aggravated Assaults with a Firearm,13080646,4/29/13,,1,6215 Huntress ST,Address,High,40.4673209,40.4673209,,-79.9182187,-79.9182187,,,house,place,40.467318,-79.9178673,,East Liberty,5,,,,,,,
,Aggravated Assaults with a Firearm,13080985,4/29/13,,16,Brushton AV & Susquehanna ST,RoadIntersection,High,40.45045987,40.45045987,,-79.89066973,-79.89066973,,,,,,,,Homewood South,5,,,,,,,
,Non-fatal Shooting,13080251,4/28/13,,18,4741 Monongahela ST,Address,High,40.41255569,40.41255569,,-79.94293976,-79.94293976,,,residential,highway,40.4140981,-79.9440748,,Hazelwood,4,,Firearm,,,,,
,Aggravated Assaults with a Firearm,13079225,4/27/13,,5,212 Vineland ST,Address,High,40.38655853,40.38655853,,-79.99846649,-79.99846649,,,house,place,40.38739265,-79.9997348,,Brookline,3,,,,,,,
,Non-fatal Shooting,13078735,4/26/13,,16,10th St BYP & 7th St BRDG,RoadIntersection,High,40.44490116,40.44490116,,-80.0009573,-80.0009573,,,,,,,,Central Business District,2,,Firearm,,,,,
,Non-fatal Shooting,13078957,4/26/13,,22,5550 Centre AV,Address,High,40.45634,40.45634,,-79.934555,-79.934555,,,supermarket,shop,40.4567199,-79.9345217,,Shadyside,4,,Firearm,,,,,
,Aggravated Assaults with a Firearm,13078265,4/26/13,,0,2525 Webster AV,Address,High,40.45016479,40.45016479,,-79.97171021,-79.97171021,,,house,place,40.45008,-79.97166,,Bedford Dwellings,2,,,,,,,
,Non-fatal Shooting,13077309,4/24/13,,17,3111 Landis ST,Address,High,40.4565773,40.4565773,,-80.05625153,-80.05625153,,,house,place,40.45648213,-80.05600029,,Sheraden,6,,Firearm,,,,,
,Aggravated Assaults with a Firearm,13077386,4/24/13,,3,1301 Pennsylvania AV,Address,Medium,40.45415878,40.45415878,,-80.02482605,-80.02482605,,,house,place,40.454221,-80.024887,,Manchester,1,,,,,,,
,Aggravated Assaults with a Firearm,13077443,4/24/13,,22,4913 Gertrude ST,Address,High,40.40987778,40.40987778,,-79.94213104,-79.94213104,,,house,place,40.40971815,-79.94227462,,Hazelwood,4,,,,,,,
,Non-fatal Shooting,13075706,4/22/13,,14,Frankstown AV & N Homewood AV,RoadIntersection,High,40.45739003,40.45739003,,-79.8962903,-79.8962903,,,,,,,,Homewood North,5,,Firearm,,,,,
,Aggravated Assaults with a Firearm,13075948,4/22/13,,20,1338 Paulson AV,Address,High,40.469276,40.469276,,-79.899482,-79.899482,,,house,place,40.469404,-79.899491,,Lincoln Lemington Belmar,5,,,,,,,
,Non-fatal Shooting,13075104,4/21/13,,16,1030 Forbes AV,Address,High,40.43783471,40.43783471,,-79.99042712,-79.99042712,,,primary,highway,40.4395608,-79.8994473,,Bluff,2,,Firearm,,,,,
,Aggravated Assaults with a Firearm,13074685,4/21/13,,0,Kingsboro ST & Haberman AV,RoadIntersection,High,40.42175017,40.42175017,,-80.00244007,-80.00244007,,,,,,,,Mount Washington,3,,,,,,,
,Aggravated Assaults with a Firearm,13072948,4/18/13,,19,West Liberty Ave RAMP & Saw Mill Run BL,RoadIntersection,High,40.41401418,40.41401418,,-80.0096638,-80.0096638,,,,,,,,Bon Air,3,,,,,,,
,Non-fatal Shooting,13071603,4/17/13,,3,2905 Zephyr AV,Address,High,40.454814,40.454814,,-80.052368,-80.052368,,,house,place,40.45488153,-80.05224167,,Sheraden,6,,Firearm,,,,,
,Non-fatal Shooting,13071854,4/17/13,,13,611 Mellon ST,Address,High,40.46897125,40.46897125,,-79.92656708,-79.92656708,,,house,place,40.4689401,-79.9264985,,East Liberty,5,,Firearm,,,,,
,Non-fatal Shooting,13072246,4/17/13,,23,800 Carver ST,RoadBlock,Medium,40.46575928,40.46575928,,-79.91635895,-79.91635895,,,residential,highway,40.4637843,-79.9141323,,Central Oakland,5,,Firearm,,,,,
,Non-fatal Shooting,13070729,4/15/13,,22,2453 Brighton RD,Address,High,40.46639219,40.46639219,,-80.02496995,-80.02496995,,,house,place,40.4664374,-80.0251336,,Perry South,1,,Firearm,,,,,
,Aggravated Assaults with a Firearm,13070133,4/15/13,,4,6513 Deary ST,Address,High,40.46702957,40.46702957,,-79.90520477,-79.90520477,,,house,place,40.46697441,-79.90545339,,Lincoln Lemington Belmar,5,,,,,,,
,Aggravated Assaults with a Firearm,13069373,4/14/13,,1,16th ST & Penn AV,RoadIntersection,High,40.44880025,40.44880025,,-79.98751022,-79.98751022,,,,,,,,Strip District,2,,,,,,,
,Aggravated Assaults with a Firearm,13069749,4/14/13,,16,700 Mt. Pleasant RD,Address,High,40.47602668,40.47602668,,-79.99772742,-79.99772742,,,house,place,40.47647608,-79.99825996,,Northview Heights,1,,,,,,,
,Non-fatal Shooting,13068766,4/13/13,,4,7212 Kelly ST,Address,High,40.45512772,40.45512772,,-79.89653015,-79.89653015,,,house,place,40.455361,-79.896676,,Homewood South,5,,Firearm,,,,,
,Non-fatal Shooting,13068407,4/12/13,,18,500 N Beatty ST,Address,High,40.46645924,40.46645924,,-79.92406592,-79.92406592,,,house,place,40.466379,-79.924095,,East Liberty,5,,Firearm,,,,,
,Non-fatal Shooting,13067073,4/11/13,,1,7000 Apple AV,Address,High,40.46458639,40.46458639,,-79.89880554,-79.89880554,,,house,place,40.464497,-79.898607,,Lincoln Lemington Belmar,5,,Firearm,,,,,
,Non-fatal Shooting,13066651,4/10/13,,14,1000 Brushton AV,Address,High,40.45663968,40.45663968,,-79.88772668,-79.88772668,,,house,place,40.456652,-79.88767,,Homewood North,5,,Firearm,,,,,
,Non-fatal Shooting,13066668,4/10/13,,14,586 Oakwood ST,Address,High,40.45155716,40.45155716,,-79.88425446,-79.88425446,,,house,place,40.45149795,-79.88457555,,East Hills,5,,Firearm,,,,,
,Non-fatal Shooting,13065465,4/9/13,,1,2469 Chauncey DR,Address,High,40.45104459,40.45104459,,-79.97386448,-79.97386448,,,house,place,40.45080513,-79.97448281,,Bedford Dwellings,2,,Firearm,,,,,
,Aggravated Assaults with a Firearm,13065708,4/9/13,,2,2252 East Hills DR,Address,High,40.45460321,40.45460321,,-79.87199284,-79.87199284,,,house,place,40.45458452,-79.87190614,,East Hills,5,,,,,,,
,Aggravated Assaults with a Firearm,13065358,4/8/13,,22,316 W Burgess ST,Address,High,40.46635056,40.46635056,,-80.01405334,-80.01405334,,,house,place,40.46622368,-80.01396285,,Perry South,1,,,,,,,
,Non-fatal Shooting,13064321,4/7/13,,16,337 Burrows ST,Address,High,40.44087969,40.44087969,,-79.97116752,-79.97116752,,,house,place,40.44109421,-79.97127913,,Terrace Village,2,,Firearm,,,,,
,Non-fatal Shooting,13064544,4/7/13,,21,1220 Faulkner ST,Address,High,40.45467377,40.45467377,,-80.0644455,-80.0644455,,,house,place,40.45464051,-80.06428072,,Sheraden,6,,Firearm,,,,,
,Non-fatal Shooting,13064585,4/7/13,,23,Winslow ST & Xenia WY,RoadIntersection,High,40.46254992,40.46254992,,-79.90980998,-79.90980998,,,,,,,,Larimer,5,,Firearm,,,,,
,Aggravated Assaults with a Firearm,13064070,4/7/13,,6,445 Rosedale ST,Address,High,40.44873923,40.44873923,,-79.88765962,-79.88765962,,,house,place,40.44875209,-79.88767607,,Homewood South,5,,,,,,,
,Non-fatal Shooting,13062828,4/5/13,,13,300 Kirk AV,Address,High,40.39001293,40.39001293,,-79.97696377,-79.97696377,,,house,place,40.39038192,-79.97693813,,Carrick,3,,Firearm,,,,,
,Non-fatal Shooting,13062842,4/5/13,,15,301 5th AV,Address,High,40.44091034,40.44091034,,-79.99963379,-79.99963379,,,primary,highway,40.4468715,-79.9496369,,Central Business District,2,,Firearm,,,,,
,Non-fatal Shooting,13061759,4/4/13,,2,7232 Hamilton AV,Address,High,40.454204,40.454204,,-79.896316,-79.896316,,,house,place,40.45434982,-79.89668334,,Homewood South,5,,Firearm,,,,,
,Non-fatal Shooting,13058686,3/30/13,,22,Liberty AV & 40th ST,RoadIntersection,High,40.46282016,40.46282016,,-79.95733,-79.95733,,,,,,,,Bloomfield,5,,Firearm,,,,,
,Aggravated Assaults with a Firearm,13057661,3/29/13,,14,443 Rosedale ST,Address,High,40.44872515,40.44872515,,-79.88766834,-79.88766834,,,house,place,40.44873698,-79.88768466,,Homewood South,5,,,,,,,
,Non-fatal Shooting,13055224,3/25/13,,20,N Homewood AV & Race ST,RoadIntersection,High,40.4588345,40.4588345,,-79.89571737,-79.89571737,,,,,,,,Homewood North,5,,Firearm,,,,,
,Non-fatal Shooting,13054051,3/23/13,,20,Hamilton AV & N Homewood AV,RoadIntersection,High,40.45461997,40.45461997,,-79.8975201,-79.8975201,,,,,,,,Homewood South,5,,Firearm,,,,,
,Aggravated Assaults with a Firearm,13053180,3/22/13,,13,1254 Lincoln AV,Address,High,40.46639085,40.46639085,,-79.89767633,-79.89767633,,,house,place,40.4662609,-79.8975507,,Lincoln Lemington Belmar,5,,,,,,,
,Aggravated Assaults with a Firearm,13052261,3/21/13,,1,715 East ST,Address,High,40.454574,40.454574,,-79.99826,-79.99826,,,house,place,40.45451613,-79.99814453,,East Allegheny,1,,,,,,,
,Non-fatal Shooting,13052095,3/20/13,,19,Jackson ST & N Highland AV,RoadIntersection,High,40.47110014,40.47110014,,-79.92037989,-79.92037989,,,,,,,,Highland Park,5,,Firearm,,,,,
,Non-fatal Shooting,13050389,3/18/13,,2,950 Woodlow ST,Address,High,40.44658661,40.44658661,,-80.05207062,-80.05207062,,,house,place,40.446644,-80.051649,,Crafton Heights,6,,Firearm,,,,,
,Non-fatal Shooting,13051286,3/18/13,,17,737 Mount Pleasant RD,Address,High,40.47579467,40.47579467,,-79.99794468,-79.99794468,,,house,place,40.4754542,-79.9984897,,Northview Heights,1,,Firearm,,,,,
,Non-fatal Shooting,13049882,3/17/13,,3,Port Authority East Busway Parking Lot AV,,,,40.48531,40.48531,,-79.922365,-79.922365,,,,,,,Larimer,5,,Firearm,,,,,
,Non-fatal Shooting,13049614,3/16/13,,21,3200 Ward ST,Address,High,40.43087706,40.43087706,,-79.95541893,-79.95541893,,,house,place,40.430812,-79.955339,,South Oakland,4,,Firearm,,,,,
,Non-fatal Shooting,13047989,3/14/13,,15,633 Kirkpatrick ST,Address,High,40.44668198,40.44668198,,-79.97760773,-79.97760773,,,house,place,40.44638484,-79.97727896,,Middle Hill,2,,Firearm,,,,,
,Non-fatal Shooting,13048236,3/14/13,,22,1073 Woodlow ST,Address,High,40.44396624,40.44396624,,-80.05365618,-80.05365618,,,house,place,40.44403623,-80.0535476,,Crafton Heights,6,,Firearm,,,,,
,Non-fatal Shooting,13047629,3/13/13,,22,Island AV & Brighton RD,RoadIntersection,High,40.46375021,40.46375021,,-80.02260022,-80.02260022,,,,,,,,California Kirkbride,1,,Firearm,,,,,
,Aggravated Assaults with a Firearm,13047069,3/13/13,,4,1115 Sutherland ST,Address,High,40.45392609,40.45392609,,-80.06177521,-80.06177521,,,house,place,40.45397249,-80.06195267,,Sheraden,6,,,,,,,
,Aggravated Assaults with a Firearm,13047504,3/13/13,,19,Sweeney WY & Glendora ST,RoadIntersection,High,40.44435985,40.44435985,,-79.98168983,-79.98168983,,,,,,,,Crawford Roberts,2,,,,,,,
,Aggravated Assaults with a Firearm,13184244,3/13/13,,21,1105 PENNSYLVANIA AV,Address,High,40.44131353,40.44131353,,-79.87743303,-79.87743303,,,house,place,40.45484307,-80.02153706,,Manchester,1,,,,,,,
,Non-fatal Shooting,13046457,3/12/13,,5,525 Larimer AV,Address,High,40.46570554,40.46570554,,-79.91354562,-79.91354562,,,house,place,40.46566472,-79.91373955,,Larimer,5,,Firearm,,,,,
,Aggravated Assaults with a Firearm,13046026,3/11/13,,15,2104 Bentley DR,Address,High,40.44014946,40.44014946,,-79.97707173,-79.97707173,,,house,place,40.44006192,-79.97669649,,West Oakland,2,,,,,,,
,Aggravated Assaults with a Firearm,13046255,3/11/13,,22,7232 Hamilton AV,Address,High,40.454204,40.454204,,-79.896316,-79.896316,,,house,place,40.45434982,-79.89668334,,Homewood South,5,,,,,,,
,Aggravated Assaults with a Firearm,13045253,3/10/13,,12,814 Ernie ST,Address,High,40.44326401,40.44326401,,-80.04068756,-80.04068756,,,house,place,40.44319968,-80.04055593,,Elliott,6,,,,,,,
,Aggravated Assaults with a Firearm,13044347,3/9/13,,1,702 Fairview AV,Address,High,40.44357681,40.44357681,,-80.03762054,-80.03762054,,,house,place,40.44352681,-80.03746278,,Elliott,6,,,,,,,
,Aggravated Assaults with a Firearm,13044790,3/9/13,,17,1310 Ferris CT,Address,High,40.45961156,40.45961156,,-79.88737062,-79.88737062,,,house,place,40.45973591,-79.88726812,,Homewood North,5,,,,,,,
,Aggravated Assaults with a Firearm,13044130,3/8/13,,19,1900 Lowrie ST,Address,High,40.46585843,40.46585843,,-79.98112924,-79.98112924,,,house,place,40.465853,-79.981217,,Troy Hill,1,,,,,,,
,Non-fatal Shooting,13042431,3/6/13,,1,1525 Fifth AV,Address,High,40.43872452,40.43872452,,-79.98435211,-79.98435211,,,house,place,40.43860774,-79.9847303,,Crawford Roberts,2,,Firearm,,,,,
,Aggravated Assaults with a Firearm,13042884,3/6/13,,21,5628 Jackson ST,Address,High,40.47224808,40.47224808,,-79.92463684,-79.92463684,,,house,place,40.4722956,-79.9246243,,Highland Park,5,,,,,,,
,Aggravated Assaults with a Firearm,13042891,3/6/13,,21,2225 Federal EXT,Address,High,40.46572495,40.46572495,,-80.01062012,-80.01062012,,,,,,,,Perry South,1,,,,,,,
,Aggravated Assaults with a Firearm,13042312,3/5/13,,21,2500 N charles ST,Address,High,40.46685554,40.46685554,,-80.01865134,-80.01865134,,,house,place,40.466846,-80.018653,,Perry South,1,,,,,,,
,Non-fatal Shooting,13038420,2/28/13,,1,E Warrington AV & Vincent ST,RoadIntersection,High,40.42106017,40.42106017,,-80.00148989,-80.00148989,,,,,,,,Beltzhoover,3,,Firearm,,,,,
,Non-fatal Shooting,13038154,2/27/13,,17,N Homewood AV & Felicia WY,RoadIntersection,High,40.45693003,40.45693003,,-79.89647001,-79.89647001,,,,,,,,Homewood South,5,,Firearm,,,,,
,Non-fatal Shooting,13035212,2/23/13,,1,Chartiers AV & Adon ST,RoadIntersection,High,40.45369998,40.45369998,,-80.06079018,-80.06079018,,,,,,,,Sheraden,6,,Firearm,,,,,
,Non-fatal Shooting,13033330,2/20/13,,1,Chartiers AV & Universal ST,RoadIntersection,High,40.45369998,40.45369998,,-80.06079018,-80.06079018,,,,,,,,Sheraden,6,,Firearm,,,,,
,Aggravated Assaults with a Firearm,13032911,2/20/13,,1,1219 Mutual ST,Address,High,40.45326614,40.45326614,,-80.06261444,-80.06261444,,,house,place,40.45316414,-80.06297295,,Sheraden,6,,,,,,,
,Aggravated Assaults with a Firearm,13031911,2/17/13,,3,Kelly ST & N. Homewood AV,RoadIntersection,High,40.45551986,40.45551986,,-79.89699975,-79.89699975,,,,,,,,Homewood South,5,,,,,,,
,Aggravated Assaults with a Firearm,13031277,2/16/13,,20,7120 Lemington AV,Address,High,40.46825029,40.46825029,,-79.89574917,-79.89574917,,,house,place,40.46805167,-79.89563822,,Lincoln Lemington Belmar,5,,,,,,,
,Aggravated Assaults with a Firearm,13051461,2/16/13,,12,335 Kearsarge ST,Address,High,40.42983627,40.42983627,,-80.01086426,-80.01086426,,,house,place,40.4304412,-80.01076584,,Mount Washington,3,,,,,,,
,Aggravated Assaults with a Firearm,13026605,2/10/13,,14,1203 Western AV,Address,High,40.4505,40.4505,,-80.021575,-80.021575,,,house,place,40.45058675,-80.02132122,,Allentown,3,,,,,,,
,Non-fatal Shooting,13026155,2/9/13,,21,Swindell BRDG &,,,,40.471537,40.471537,,-80.00665,-80.00665,,tertiary,highway,40.4713681,-80.0069439,,Perry South,1,,Firearm,,,,,
,Non-fatal Shooting,13022126,2/4/13,,1,7300 Hamilton AV,Address,High,40.453865,40.453865,,-79.895202,-79.895202,,,house,place,40.454092,-79.895548,,Homewood South,5,,Firearm,,,,,
,Non-fatal Shooting,13021838,2/3/13,,13,606 N Homewood AV,Address,High,40.45480907,40.45480907,,-79.89732295,-79.89732295,,,house,place,40.45479372,-79.89729023,,Homewood South,5,,Firearm,,,,,
,Non-fatal Shooting,13020904,2/2/13,,1,4800 Friendship AV,Address,High,40.461395,40.461395,,-79.946365,-79.946365,,,hospital,amenity,40.46151085,-79.94634342,,Bloomfield,5,,Firearm,,,,,
,Non-fatal Shooting,13020239,2/1/13,,3,1600 W CARSON ST,Address,High,40.44208908,40.44208908,,-80.02153778,-80.02153778,,,trunk,highway,40.4441721,-80.028192,,South Side Flats,6,,Firearm,,,,,
,Non-fatal Shooting,13020762,2/1/13,,21,711 W COMMONS,Address,High,40.45285307,40.45285307,,-80.00792384,-80.00792384,,,tertiary,highway,40.45096,-80.0072263,,Allegheny Center,1,,Firearm,,,,,
,Non-fatal Shooting,13019179,1/30/13,,19,817 Mt Pleasant RD,Address,High,40.47559686,40.47559686,,-79.99921136,-79.99921136,,,house,place,40.4754042,-79.9991809,,Northview Heights,1,,Firearm,,,,,
,Aggravated Assaults with a Firearm,13019261,1/30/13,,22,409 Johnston AV,Address,High,40.40584564,40.40584564,,-79.93752289,-79.93752289,,,house,place,40.40578727,-79.93784349,,Hazelwood,4,,,,,,,
,Non-fatal Shooting,13018445,1/29/13,,20,7th ST & Fort Duquesne Blvd RAMP,RoadIntersection,Medium,40.44457783,40.44457783,,-80.00083839,-80.00083839,,,,,,,,Central Business District,2,,Firearm,,,,,
,Aggravated Assaults with a Firearm,13016229,1/26/13,,15,Manilla ST & Bedford AV,RoadIntersection,High,40.44486009,40.44486009,,-79.98626031,-79.98626031,,,,,,,,Crawford Roberts,2,,,,,,,
,Aggravated Assaults with a Firearm,13016284,1/26/13,,17,1716 Cliff ST,Address,High,40.44566345,40.44566345,,-79.98603058,-79.98603058,,,house,place,40.44570006,-79.98647636,,Crawford Roberts,2,,,,,,,
,Non-fatal Shooting,13014478,1/23/13,,18,5324 Brown WY,Address,High,40.466789,40.466789,,-79.937202,-79.937202,,,service,highway,40.4669798,-79.9379342,,Garfield,5,,Firearm,,,,,
,Non-fatal Shooting,13012965,1/21/13,,11,38th ST & Howley ST,RoadIntersection,High,40.46296969,40.46296969,,-79.96105023,-79.96105023,,,,,,,,Lower Lawrenceville,2,,Firearm,,,,,
,Aggravated Assaults with a Firearm,13033439,1/19/13,,1,3263 Faronia ST,Address,High,40.45191193,40.45191193,,-80.06858063,-80.06858063,,,house,place,40.45193034,-80.06827382,,Sheraden,6,,,,,,,
,Aggravated Assaults with a Firearm,13011173,1/18/13,,18,200 Beltzhoover AV,Address,High,40.42063522,40.42063522,,-79.99764252,-79.99764252,,,house,place,40.420607,-79.997474,,Beltzhoover,3,,,,,,,
,Non-fatal Shooting,13007611,1/13/13,,1,1316 E Carson ST,Address,High,40.42876616,40.42876616,,-79.9848488,-79.9848488,,,bar,amenity,40.42855125,-79.98463359,,South Side Flats,3,,Firearm,,,,,
,Non-fatal Shooting,13008053,1/13/13,,20,Chicago ST & Mt Pleasant RD,RoadIntersection,High,40.47859124,40.47859124,,-80.00086943,-80.00086943,,,,,,,,Northview Heights,1,,Firearm,,,,,
,Aggravated Assaults with a Firearm,13008112,1/13/13,,23,2006 Brownsville RD,Address,High,40.3947525,40.3947525,,-79.98690033,-79.98690033,,,house,place,40.3948305,-79.9867145,,Carrick,3,,,,,,,
,Non-fatal Shooting,13006880,1/12/13,,1,1417 N Lang AV,Address,High,40.46229109,40.46229109,,-79.8976133,-79.8976133,,,house,place,40.46227602,-79.89767071,,Homewood North,5,,Firearm,,,,,
,Non-fatal Shooting,13005638,1/10/13,,4,1147 Woods Run AV,Address,High,40.47697449,40.47697449,,-80.02967834,-80.02967834,,,house,place,40.47716128,-80.02971934,,Marshall Shadeland,1,,Firearm,,,,,
,Aggravated Assaults with a Firearm,13015005,1/9/13,,12,1614 Westfield ST,Address,High,40.41020966,40.41020966,,-80.0194931,-80.0194931,,,house,place,40.410331,-80.019255,,Bluff,2,,,,,,,
,Aggravated Assaults with a Firearm,13004750,1/8/13,,18,7311 Idlewild ST,Address,High,40.45772171,40.45772171,,-79.8931427,-79.8931427,,,house,place,40.45767905,-79.89345777,,Homewood North,5,,,,,,,
,Aggravated Assaults with a Firearm,13008611,1/7/13,,8,1824 Merriman ST,Address,High,40.43093137,40.43093137,,-79.9798049,-79.9798049,,,residential,highway,40.4307626,-79.9759675,,South Side Flats,3,,,,,,,
,Non-fatal Shooting,13002437,1/4/13,,21,262 Kennedy AV,Address,High,40.474323,40.474323,,-80.012924,-80.012924,,,house,place,40.4742879,-80.0129233,,Perry South,1,,Firearm,,,,,
,Aggravated Assaults with a Firearm,13002463,1/4/13,,22,218 Zara ST,Address,High,40.41561508,40.41561508,,-79.99150848,-79.99150848,,,house,place,40.41574933,-79.99113471,,Knoxville,3,,,,,,,
,Non-fatal Shooting,13001742,1/3/13,,18,7200 Kelly ST,Address,High,40.45543671,40.45543671,,-79.89684418,-79.89684418,,,house,place,40.455412,-79.8969,,Homewood South,5,,Firearm,,,,,
,Aggravated Assaults with a Firearm,13000023,1/1/13,,0,7222 Race ST,Address,High,40.45840836,40.45840836,,-79.89474487,-79.89474487,,,house,place,40.45863542,-79.89519571,,Homewood North,5,,,,,,,
,Aggravated Assaults with a Firearm,13000077,1/1/13,,1,218 Zara ST,Address,High,40.41561508,40.41561508,,-79.99150848,-79.99150848,,,house,place,40.41574933,-79.99113471,,Knoxville,3,,,,,,,
,Non-fatal Shooting,12247851,12/31/12,,18,418 East Ohio ST,Address,High,40.45348272,40.45348272,,-80.00094675,-80.00094675,,,house,place,40.45348895,-80.00098686,,East Allegheny,1,,Firearm,,,,,
,Aggravated Assaults with a Firearm,12247856,12/31/12,,18,1424 Evandale RD,Address,High,40.46992874,40.46992874,,-80.03302765,-80.03302765,,,house,place,40.47002228,-80.03241071,,Marshall Shadeland,1,,,,,,,
,Aggravated Assaults with a Firearm,12247875,12/31/12,,18,1420 Evandale RD,Address,High,40.46995544,40.46995544,,-80.03291321,-80.03291321,,,house,place,40.47003714,-80.03235207,,Marshall Shadeland,1,,,,,,,
,Aggravated Assaults with a Firearm,13000484,12/31/12,,22,1533 Orangewood AV,Address,High,40.4111557,40.4111557,,-80.01804352,-80.01804352,,,house,place,40.4111489,-80.0181073,,Crafton Heights,6,,,,,,,
,Non-fatal Shooting,12246743,12/29/12,,12,E Elizabeth ST & Orinoco ST,RoadIntersection,High,40.40795021,40.40795021,,-79.9388402,-79.9388402,,,,,,,,Hazelwood,4,,Firearm,,,,,
,Aggravated Assaults with a Firearm,12246496,12/28/12,,23,6443 Navarro ST,Address,High,40.46923447,40.46923447,,-79.90309143,-79.90309143,,,house,place,40.46923032,-79.90322755,,Lincoln Lemington Belmar,5,,,,,,,
,Non-fatal Shooting,12245701,12/27/12,,14,Ibis WY & Rochelle ST,RoadIntersection,High,40.41514993,40.41514993,,-79.98856969,-79.98856969,,,,,,,,Knoxville,3,,Firearm,,,,,
,Non-fatal Shooting,12245814,12/27/12,,18,Oak Hill DR & Terrace ST,RoadIntersection,High,40.44002004,40.44002004,,-79.96760018,-79.96760018,,,,,,,,Terrace Village,2,,Firearm,,,,,
,Non-fatal Shooting,12244436,12/24/12,,8,432 Mt Pleasant RD,Address,High,40.47971271,40.47971271,,-80.00169307,-80.00169307,,,house,place,40.4790251,-80.0013884,,Northview Heights,1,,Firearm,,,,,
,Non-fatal Shooting,12243894,12/23/12,,5,7024 Mt Vernon ST,Address,High,40.46214294,40.46214294,,-79.89875031,-79.89875031,,,house,place,40.46232851,-79.89901067,,Homewood North,5,,Firearm,,,,,
,Non-fatal Shooting,12243289,12/22/12,,2,Sandusky North ST & Belleau ST,RoadIntersection,High,40.46182975,40.46182975,,-80.00650026,-80.00650026,,,,,,,,Fineview,1,,Firearm,,,,,
,Aggravated Assaults with a Firearm,12243395,12/21/12,,23,437 Rochele AV,PopulatedPlace,Medium,40.43833923,40.43833923,,-79.99746704,-79.99746704,,,,,,,,South Side Flats,3,,,,,,,
,Aggravated Assaults with a Firearm,12242639,12/20/12,,23,821 Cherokee ST,Address,High,40.45139694,40.45139694,,-79.96012115,-79.96012115,,,house,place,40.45143299,-79.96042898,,Upper Hill,2,,,,,,,
,Non-fatal Shooting,12241708,12/19/12,,12,25 Enon WY,Address,High,40.42671585,40.42671585,,-79.98564911,-79.98564911,,,house,place,40.42718798,-79.98570741,,South Side Flats,3,,Firearm,,,,,
